,Hotel Name,Review
175,Trend Natraj Yes Please Paharganj,best in all and in budget
176,Trend Natraj Yes Please Paharganj,good
177,Trend Natraj Yes Please Paharganj,good service
178,Trend Natraj Yes Please Paharganj,good
179,Trend Natraj Yes Please Paharganj,"Comfortable stay, It was a comfortable and relaxed stay as the hotel staff was very nice the room was exactly what was mentioned in the MMT app at the time of booking complimentary water bottle WiFi and AC was good . . Room service was fast with polite hotel staff. Very nice tidy rooms. Bed was comfortable enjoyed the sleep. Food was average. Tidy bathroom. Overall we enjoyed here"
180,Namaste BnB Hauz Khas,"The staff in every department of the Hotel was very, very nice."
181,Namaste BnB Hauz Khas,Breakfast was very good.
182,Namaste BnB Hauz Khas,Good location. Fairly comfortable rooms.
183,Namaste BnB Hauz Khas,"Very comfortable beds, beautiful rooms of modernly simple, fashionable design."
184,Namaste BnB Hauz Khas,The welcoming staff and those at reception are professionals who know their work .
185,Namaste BnB Hauz Khas,The room was so well equipped and comfortable.
186,Namaste BnB Hauz Khas,"People were fantastic, food was excellent!"
187,Namaste BnB Hauz Khas,Room size is OK with comfy bed and sitting area.
188,Namaste BnB Hauz Khas,Absolutely the whole experiemce which was fantastic
189,Namaste BnB Hauz Khas,Hotel facilities and staff was excellent
190,Namaste BnB Hauz Khas,"The breakfast Choice was amazing ,beds soft"
191,Namaste BnB Hauz Khas,It was a awsome stay there. Every thing was in place and hospitality is great.
192,Namaste BnB Hauz Khas,"The hotel Beds and Bathroom were so clean and comfortable its like I was at home ,hope the standard is maintained."
193,Namaste BnB Hauz Khas,Breakfast is super good Perfect to stay.
194,South View Nehru Place,There is no need to give any suggestion because all are awesome as per as food concern awesome food is there and for any type of help you just contact Mr.Karan. Excellent service given these guys. You just lallantop gus. Thanks Regards the mangaer was very ploite & humble.
195,South View Nehru Place,"Awesome Hotel! Very good services. Excellent breakfast, lunch & dinner. Mr.Roashan provided me an outstanding service. Also I was given a wonderful reception & all staff of the hotel. Thanks."
196,South View Nehru Place,"Best place to enjoy with friends , family or for business purpose. Well qualified and educated staff. Very Friendly nature. Mr. Mansood Manager & Deepu are the best person to meet their for best all over services."
197,South View Nehru Place,Hello Team dis review is for Roshan mishra I would like to appreciate his work well trained staff friendly attitude and secondary I like hotel ambiance good staff I love to visit this hotel neat & clean hotel.
198,South View Nehru Place,Well what more to say it was just an another amazing morning and we found one more place where we can fetch our belly ... I tell you its a best place to Fabotels best of flavors ... Breakfast is as composing as delicious... I would like to recommend the services here specially Roshan & Mansod. GUYS MUST VISIT ITS GREAT SO Fabuouls.
199,South View Nehru Place,The staff is really nice and humble. They give quick service. Mr. Roshan was very sweet and soft spoken and all the staff provided excellent service. A must visit again is mandatory. Thank you so much.
200,South View Nehru Place,"Location Was Perfect.all services staff are polite ,ambience are good we will come agian in this month also thanks ."
201,South View Nehru Place,I've been with you last day. I met Mr.Pathak from. His service was warm i would love to visit again. Thank you for your wonderful service please don't stop this warm customer service. Also want to thank karan.
